filename,width,height,class,xmin,ymin,xmax,ymax
sabiha(70)_jpg.rf.dc6293c5c71269ae78a8ddba8fa92cab.jpg,1024,1024,rickshaw,475,380,507,462
sabiha(70)_jpg.rf.dc6293c5c71269ae78a8ddba8fa92cab.jpg,1024,1024,car,486,399,660,672
sabiha(70)_jpg.rf.dc6293c5c71269ae78a8ddba8fa92cab.jpg,1024,1024,suv,522,378,608,417
sabiha(70)_jpg.rf.dc6293c5c71269ae78a8ddba8fa92cab.jpg,1024,1024,car,811,384,869,488
Pias (622)_jpg.rf.d96317098e83b22a847525cc4a078c6f.jpg,1024,1024,truck,478,836,517,922
Pias (622)_jpg.rf.d96317098e83b22a847525cc4a078c6f.jpg,1024,1024,bus,457,841,479,910
Pias (630)_jpg.rf.dc9144b26395992d1d31338ae9cbd2d6.jpg,1024,1024,truck,468,856,540,993
Pias (630)_jpg.rf.dc9144b26395992d1d31338ae9cbd2d6.jpg,1024,1024,bus,434,886,468,957
Pias (630)_jpg.rf.dc9144b26395992d1d31338ae9cbd2d6.jpg,1024,1024,minivan,446,915,471,977
Pias (822)_jpg.rf.d95b897e46d97df7a39ddf02013ce3f4.jpg,1024,1024,pickup,688,482,747,555
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,car,0,510,233,1023
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,rickshaw,240,418,288,578
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,rickshaw,168,421,228,568
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,rickshaw,215,405,244,548
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,three wheelers (CNG),303,410,363,549
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,car,379,438,436,529
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,minivan,394,416,426,448
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,rickshaw,352,407,378,471
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,motorbike,368,438,387,498
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,car,598,386,668,551
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,rickshaw,705,386,762,538
sabiha(78)_jpg.rf.da0a6edbee65e5bfa2937755bec83218.jpg,1024,1024,rickshaw,769,397,916,615
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,car,406,884,488,998
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,policecar,591,683,665,815
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,minivan,303,686,350,791
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,minibus,358,202,433,305
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,suv,364,731,447,828
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,ambulance,161,562,232,638
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,three wheelers (CNG),7,717,55,785
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,three wheelers (CNG),939,334,960,388
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,car,345,250,392,313
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,rickshaw,752,655,785,729
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,rickshaw,238,631,269,692
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,rickshaw,269,667,302,725
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,rickshaw,130,533,168,577
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,rickshaw,79,324,98,369
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,truck,869,350,935,440
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,pickup,945,241,996,332
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,pickup,89,650,171,746
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,bus,89,177,160,313
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,bus,259,187,349,311
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,bus,173,100,269,198
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,bus,490,191,601,287
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,bus,670,198,761,298
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,bus,652,166,746,257
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,bus,323,578,461,758
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,bus,558,832,668,1016
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,bus,210,53,289,123
Pias (602)_jpg.rf.e1e5306c27f05256322d161125e8c394.jpg,1024,1024,bus,276,117,369,198
Pias (653)_jpg.rf.dfa42cc9725480c6d524b58d21318686.jpg,1024,1024,car,213,802,254,863
Pias (653)_jpg.rf.dfa42cc9725480c6d524b58d21318686.jpg,1024,1024,truck,228,750,269,821
Pias (653)_jpg.rf.dfa42cc9725480c6d524b58d21318686.jpg,1024,1024,van,278,804,305,851
Pias (824)_jpg.rf.dcfef99a33d73a0d7580f9a05727ca77.jpg,1024,1024,car,310,533,422,649
sabiha(62)_jpg.rf.dfacb32315ccae934fb1af636e278592.jpg,1024,1024,suv,202,412,430,639
sabiha(62)_jpg.rf.dfacb32315ccae934fb1af636e278592.jpg,1024,1024,bus,372,265,550,566
sabiha(62)_jpg.rf.dfacb32315ccae934fb1af636e278592.jpg,1024,1024,bus,536,359,589,494
sabiha(62)_jpg.rf.dfacb32315ccae934fb1af636e278592.jpg,1024,1024,car,624,433,666,509
sabiha(62)_jpg.rf.dfacb32315ccae934fb1af636e278592.jpg,1024,1024,minivan,627,412,665,453
sabiha(62)_jpg.rf.dfacb32315ccae934fb1af636e278592.jpg,1024,1024,rickshaw,587,415,613,481
sabiha(62)_jpg.rf.dfacb32315ccae934fb1af636e278592.jpg,1024,1024,truck,752,414,800,468
sabiha(62)_jpg.rf.dfacb32315ccae934fb1af636e278592.jpg,1024,1024,rickshaw,771,421,798,485
sabiha(62)_jpg.rf.dfacb32315ccae934fb1af636e278592.jpg,1024,1024,rickshaw,614,423,629,463
Pias (757)_jpg.rf.e28e0ecb44b3a7bd53619b42d4d0f26c.jpg,1024,1024,rickshaw,462,633,488,724
Pias (757)_jpg.rf.e28e0ecb44b3a7bd53619b42d4d0f26c.jpg,1024,1024,rickshaw,407,613,474,794
Pias (757)_jpg.rf.e28e0ecb44b3a7bd53619b42d4d0f26c.jpg,1024,1024,rickshaw,499,613,548,792
Pias (757)_jpg.rf.e28e0ecb44b3a7bd53619b42d4d0f26c.jpg,1024,1024,rickshaw,292,609,369,814
Pias (757)_jpg.rf.e28e0ecb44b3a7bd53619b42d4d0f26c.jpg,1024,1024,motorbike,221,708,268,856
Pias (757)_jpg.rf.e28e0ecb44b3a7bd53619b42d4d0f26c.jpg,1024,1024,car,362,653,413,735
Pias (757)_jpg.rf.e28e0ecb44b3a7bd53619b42d4d0f26c.jpg,1024,1024,bus,545,13,1024,988
Pias (757)_jpg.rf.e28e0ecb44b3a7bd53619b42d4d0f26c.jpg,1024,1024,three wheelers (CNG),7,581,200,929
Pias (869)_jpg.rf.dfd72d5c7ac993eee1a4e3eb39155bf0.jpg,1024,1024,auto rickshaw,922,427,1023,774
Pias (869)_jpg.rf.dfd72d5c7ac993eee1a4e3eb39155bf0.jpg,1024,1024,motorbike,765,589,881,817
Pias (849)_jpg.rf.e2fed8ddc6023644330e726971c2d62f.jpg,1024,1024,pickup,469,497,511,570
Pias (854)_jpg.rf.da844a7fdad48b342563b6c91238fda4.jpg,1024,1024,pickup,507,508,531,548
Pias (854)_jpg.rf.da844a7fdad48b342563b6c91238fda4.jpg,1024,1024,auto rickshaw,553,505,570,542
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,motorbike,104,553,226,928
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,rickshaw,299,535,435,830
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,car,643,553,720,649
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,car,557,562,632,700
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,car,392,571,447,681
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,car,425,564,472,646
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,car,454,561,480,659
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,rickshaw,465,548,530,710
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,rickshaw,532,538,563,652
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,car,625,548,658,601
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,car,624,557,635,595
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,bicycle,615,559,630,600
sabiha(105)_jpg.rf.ddeaa6b6489fe7790e6b08b545376106.jpg,1024,1024,rickshaw,566,554,590,580
Pias (697)_jpg.rf.e3892c091971408c3f5bf4002f3fcacf.jpg,1024,1024,pickup,758,619,940,816
Pias (697)_jpg.rf.e3892c091971408c3f5bf4002f3fcacf.jpg,1024,1024,car,486,670,643,874
Pias (697)_jpg.rf.e3892c091971408c3f5bf4002f3fcacf.jpg,1024,1024,suv,622,639,758,823
Pias (699)_jpg.rf.e2bd11266bcb7e8d2bb15e8ccc600712.jpg,1024,1024,suv,716,566,999,940
Pias (699)_jpg.rf.e2bd11266bcb7e8d2bb15e8ccc600712.jpg,1024,1024,motorbike,147,754,359,1023
Pias (699)_jpg.rf.e2bd11266bcb7e8d2bb15e8ccc600712.jpg,1024,1024,car,445,646,734,1023
Pias (708)_jpg.rf.e38388a623bdb0bfa6527eee548d5f0f.jpg,1024,1024,car,433,642,754,1023
Pias (708)_jpg.rf.e38388a623bdb0bfa6527eee548d5f0f.jpg,1024,1024,suv,749,578,1023,961
Pias (708)_jpg.rf.e38388a623bdb0bfa6527eee548d5f0f.jpg,1024,1024,motorbike,329,782,396,979
Pias (691)_jpg.rf.e2ebf947699cb1079f977ae6d94ea73a.jpg,1024,1024,car,711,671,1024,1021
Pias (691)_jpg.rf.e2ebf947699cb1079f977ae6d94ea73a.jpg,1024,1024,car,536,697,578,757
Pias (691)_jpg.rf.e2ebf947699cb1079f977ae6d94ea73a.jpg,1024,1024,suv,626,687,709,781
Pias (691)_jpg.rf.e2ebf947699cb1079f977ae6d94ea73a.jpg,1024,1024,minivan,507,689,537,747
Pias (691)_jpg.rf.e2ebf947699cb1079f977ae6d94ea73a.jpg,1024,1024,motorbike,458,708,474,756
Asraf_95_jpg.rf.e27f7467ed641cb9669578169ed89193.jpg,1024,1024,bus,0,306,459,680
Asraf_95_jpg.rf.e27f7467ed641cb9669578169ed89193.jpg,1024,1024,bicycle,453,508,504,566
Asraf_95_jpg.rf.e27f7467ed641cb9669578169ed89193.jpg,1024,1024,rickshaw,504,453,607,616
Asraf_95_jpg.rf.e27f7467ed641cb9669578169ed89193.jpg,1024,1024,rickshaw,512,678,947,1024
Asraf_95_jpg.rf.e27f7467ed641cb9669578169ed89193.jpg,1024,1024,rickshaw,927,449,1024,665
Asraf_95_jpg.rf.e27f7467ed641cb9669578169ed89193.jpg,1024,1024,rickshaw,845,436,922,631
Asraf_95_jpg.rf.e27f7467ed641cb9669578169ed89193.jpg,1024,1024,rickshaw,794,443,844,583
Asraf_95_jpg.rf.e27f7467ed641cb9669578169ed89193.jpg,1024,1024,bicycle,824,550,944,690
Asraf_95_jpg.rf.e27f7467ed641cb9669578169ed89193.jpg,1024,1024,three wheelers (CNG),637,460,710,563
Asraf_95_jpg.rf.e27f7467ed641cb9669578169ed89193.jpg,1024,1024,bus,521,405,695,553
Pias (578)_jpg.rf.e3db0e9e775eb7118cfaca9ed1032b59.jpg,1024,1024,rickshaw,0,369,94,556
Pias (578)_jpg.rf.e3db0e9e775eb7118cfaca9ed1032b59.jpg,1024,1024,rickshaw,499,356,813,624
Pias (578)_jpg.rf.e3db0e9e775eb7118cfaca9ed1032b59.jpg,1024,1024,rickshaw,732,360,887,563
Pias (578)_jpg.rf.e3db0e9e775eb7118cfaca9ed1032b59.jpg,1024,1024,rickshaw,822,369,950,497
Pias (578)_jpg.rf.e3db0e9e775eb7118cfaca9ed1032b59.jpg,1024,1024,rickshaw,228,375,304,445
Pias (578)_jpg.rf.e3db0e9e775eb7118cfaca9ed1032b59.jpg,1024,1024,rickshaw,370,380,437,435
Pias (578)_jpg.rf.e3db0e9e775eb7118cfaca9ed1032b59.jpg,1024,1024,three wheelers (CNG),515,381,574,426
Pias (578)_jpg.rf.e3db0e9e775eb7118cfaca9ed1032b59.jpg,1024,1024,three wheelers (CNG),90,384,227,474
Pias (578)_jpg.rf.e3db0e9e775eb7118cfaca9ed1032b59.jpg,1024,1024,bus,306,374,339,396
Pias (578)_jpg.rf.e3db0e9e775eb7118cfaca9ed1032b59.jpg,1024,1024,car,432,387,494,423
Pias (578)_jpg.rf.e3db0e9e775eb7118cfaca9ed1032b59.jpg,1024,1024,car,925,394,1023,470
Pias (556)_jpg.rf.e07d301bca8e2f7bb89dbcba7070e715.jpg,1024,1024,truck,324,455,596,831
Pias (880)_jpg.rf.e320149017e5d92c90a480508d77902a.jpg,1024,1024,pickup,397,698,533,883
Pias (880)_jpg.rf.e320149017e5d92c90a480508d77902a.jpg,1024,1024,pickup,96,672,211,819
Pias (880)_jpg.rf.e320149017e5d92c90a480508d77902a.jpg,1024,1024,truck,237,655,378,845
Pias (642)_jpg.rf.e3e57db27719818c067824896ce3f58b.jpg,1024,1024,van,437,751,481,838
Pias (642)_jpg.rf.e3e57db27719818c067824896ce3f58b.jpg,1024,1024,car,352,745,443,882
Pias (642)_jpg.rf.e3e57db27719818c067824896ce3f58b.jpg,1024,1024,truck,355,674,411,751
Pias (820)_jpg.rf.e3ab97c543aa63f4e86499ce2dc17941.jpg,1024,1024,minivan,205,546,290,644
Pias (820)_jpg.rf.e3ab97c543aa63f4e86499ce2dc17941.jpg,1024,1024,car,661,505,697,542
Pias (857)_jpg.rf.e5cd5824a6a99468b809a37fc0bb41dd.jpg,1024,1024,pickup,488,495,530,567
Pias (857)_jpg.rf.e5cd5824a6a99468b809a37fc0bb41dd.jpg,1024,1024,bus,608,467,668,538
Pias (725)_jpg.rf.e51a45f415fc2d2521b8e9f4650fa105.jpg,1024,1024,pickup,38,644,140,834
Pias (725)_jpg.rf.e51a45f415fc2d2521b8e9f4650fa105.jpg,1024,1024,car,142,715,200,794
Pias (725)_jpg.rf.e51a45f415fc2d2521b8e9f4650fa105.jpg,1024,1024,car,798,709,855,771
Pias (725)_jpg.rf.e51a45f415fc2d2521b8e9f4650fa105.jpg,1024,1024,car,381,704,422,764
Pias (725)_jpg.rf.e51a45f415fc2d2521b8e9f4650fa105.jpg,1024,1024,wheelbarrow,195,766,273,850
Pias (725)_jpg.rf.e51a45f415fc2d2521b8e9f4650fa105.jpg,1024,1024,wheelbarrow,304,735,336,777
Pias (650)_jpg.rf.e5ccb4107009c20b7a6c894a343c2ef8.jpg,1024,1024,truck,287,127,610,936
Pias (650)_jpg.rf.e5ccb4107009c20b7a6c894a343c2ef8.jpg,1024,1024,bus,566,555,750,902
Pias (634)_jpg.rf.e46e2b00adcf6e4124d9645c6b9e0b35.jpg,1024,1024,car,427,805,447,829
Pias (634)_jpg.rf.e46e2b00adcf6e4124d9645c6b9e0b35.jpg,1024,1024,car,394,799,415,829
Pias (634)_jpg.rf.e46e2b00adcf6e4124d9645c6b9e0b35.jpg,1024,1024,truck,395,762,420,802
sabiha(116)_jpg.rf.e57b4980d1e0675fb9a3b1e537124c74.jpg,1024,1024,car,830,355,1023,702
sabiha(116)_jpg.rf.e57b4980d1e0675fb9a3b1e537124c74.jpg,1024,1024,suv,771,328,865,473
sabiha(116)_jpg.rf.e57b4980d1e0675fb9a3b1e537124c74.jpg,1024,1024,suv,715,326,779,444
sabiha(116)_jpg.rf.e57b4980d1e0675fb9a3b1e537124c74.jpg,1024,1024,car,57,373,401,682
sabiha(116)_jpg.rf.e57b4980d1e0675fb9a3b1e537124c74.jpg,1024,1024,minivan,290,328,426,518
sabiha(116)_jpg.rf.e57b4980d1e0675fb9a3b1e537124c74.jpg,1024,1024,minivan,408,302,521,630
sabiha(116)_jpg.rf.e57b4980d1e0675fb9a3b1e537124c74.jpg,1024,1024,rickshaw,513,331,562,480
sabiha(116)_jpg.rf.e57b4980d1e0675fb9a3b1e537124c74.jpg,1024,1024,rickshaw,548,306,636,606
sabiha(116)_jpg.rf.e57b4980d1e0675fb9a3b1e537124c74.jpg,1024,1024,rickshaw,608,292,740,665
sabiha(116)_jpg.rf.e57b4980d1e0675fb9a3b1e537124c74.jpg,1024,1024,car,713,339,731,399
Pias (752)_jpg.rf.e2fae7e79a950fe91692cd01ecb4189e.jpg,1024,1024,rickshaw,4,590,289,994
Pias (752)_jpg.rf.e2fae7e79a950fe91692cd01ecb4189e.jpg,1024,1024,rickshaw,176,611,325,895
Pias (752)_jpg.rf.e2fae7e79a950fe91692cd01ecb4189e.jpg,1024,1024,rickshaw,252,618,404,865
Pias (752)_jpg.rf.e2fae7e79a950fe91692cd01ecb4189e.jpg,1024,1024,rickshaw,436,395,728,961
Pias (752)_jpg.rf.e2fae7e79a950fe91692cd01ecb4189e.jpg,1024,1024,rickshaw,423,636,453,760
Pias (752)_jpg.rf.e2fae7e79a950fe91692cd01ecb4189e.jpg,1024,1024,bus,674,0,1024,966
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,rickshaw,0,397,82,709
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,rickshaw,48,416,116,589
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,rickshaw,86,418,138,545
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,rickshaw,378,379,429,523
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,rickshaw,457,352,497,430
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,rickshaw,699,333,750,422
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,rickshaw,538,348,571,411
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,rickshaw,360,374,385,443
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,rickshaw,131,397,156,536
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,rickshaw,679,335,711,403
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,bus,4,363,117,458
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,bus,121,343,223,432
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,three wheelers (CNG),127,381,444,768
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,motorbike,457,466,624,680
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,pickup,459,305,729,566
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,car,690,342,1024,622
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,three wheelers (CNG),756,307,880,438
Asraf_84_jpg.rf.ee5dd3a3c9a62e0e68fa7710323e5a02.jpg,1024,1024,policecar,862,208,1024,471
Pias (760)_jpg.rf.e9069e9406a47ad71abd433b35636044.jpg,1024,1024,pickup,611,419,658,456
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,bus,321,295,497,591
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,motorbike,813,445,861,566
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,truck,785,419,880,525
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,car,586,464,633,533
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,minivan,581,454,623,489
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,rickshaw,528,449,555,533
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,rickshaw,547,435,571,541
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,rickshaw,561,436,588,503
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,rickshaw,833,429,881,562
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,truck,487,408,511,554
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,car,513,460,529,528
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,minivan,511,439,534,513
sabiha(63)_jpg.rf.e7537ab06c662b96330b79fb2fa09569.jpg,1024,1024,rickshaw,755,451,784,521
Pias (618)_jpg.rf.ed3fac9e4b20cb269d509e985ba6bb37.jpg,1024,1024,van,635,743,805,912
Pias (618)_jpg.rf.ed3fac9e4b20cb269d509e985ba6bb37.jpg,1024,1024,truck,326,703,403,834
Pias (593)_jpg.rf.e63fb7b25e6283fff56444f5a73d590f.jpg,1024,1024,car,692,461,891,522
Pias (593)_jpg.rf.e63fb7b25e6283fff56444f5a73d590f.jpg,1024,1024,rickshaw,854,423,1022,702
Pias (593)_jpg.rf.e63fb7b25e6283fff56444f5a73d590f.jpg,1024,1024,rickshaw,211,445,362,571
Pias (593)_jpg.rf.e63fb7b25e6283fff56444f5a73d590f.jpg,1024,1024,bicycle,404,482,440,531
Pias (593)_jpg.rf.e63fb7b25e6283fff56444f5a73d590f.jpg,1024,1024,rickshaw,445,451,504,515
Pias (593)_jpg.rf.e63fb7b25e6283fff56444f5a73d590f.jpg,1024,1024,rickshaw,327,457,373,506
Pias (593)_jpg.rf.e63fb7b25e6283fff56444f5a73d590f.jpg,1024,1024,rickshaw,374,453,417,502
Pias (593)_jpg.rf.e63fb7b25e6283fff56444f5a73d590f.jpg,1024,1024,pickup,551,453,656,494
Pias (593)_jpg.rf.e63fb7b25e6283fff56444f5a73d590f.jpg,1024,1024,motorbike,523,464,548,487
Pias (769)_jpg.rf.ea08ce8f013e350d01f608580a25e11c.jpg,1024,1024,bus,548,412,583,438
Pias (769)_jpg.rf.ea08ce8f013e350d01f608580a25e11c.jpg,1024,1024,bicycle,234,464,256,526
Pias (769)_jpg.rf.ea08ce8f013e350d01f608580a25e11c.jpg,1024,1024,bicycle,284,462,322,527
Pias (769)_jpg.rf.ea08ce8f013e350d01f608580a25e11c.jpg,1024,1024,auto rickshaw,30,442,65,495
Pias (876)_jpg.rf.eb5b5adc895274ad17f80681f5bf3810.jpg,1024,1024,wheelbarrow,459,527,524,616
Pias (612)_jpg.rf.ef17bedd94065c37420690238f6e835a.jpg,1024,1024,bus,0,529,101,859
Pias (612)_jpg.rf.ef17bedd94065c37420690238f6e835a.jpg,1024,1024,pickup,456,671,583,903
Pias (612)_jpg.rf.ef17bedd94065c37420690238f6e835a.jpg,1024,1024,truck,371,772,405,839
Pias (773)_jpg.rf.ef0d434a71baa375ce99ebb46f188f32.jpg,1024,1024,bus,840,327,1021,461
Pias (680)_jpg.rf.ea6544b8f5ee0a0b97cdc3e920b041df.jpg,1024,1024,truck,0,777,190,1023
Pias (680)_jpg.rf.ea6544b8f5ee0a0b97cdc3e920b041df.jpg,1024,1024,car,383,912,421,966
Pias (680)_jpg.rf.ea6544b8f5ee0a0b97cdc3e920b041df.jpg,1024,1024,van,419,900,451,953
Pias (680)_jpg.rf.ea6544b8f5ee0a0b97cdc3e920b041df.jpg,1024,1024,bus,465,881,502,942
Pias (680)_jpg.rf.ea6544b8f5ee0a0b97cdc3e920b041df.jpg,1024,1024,bus,500,885,535,915
Pias (583)_jpg.rf.ee9447ac1466e8907fcfea91af54602e.jpg,1024,1024,bicycle,531,491,771,682
Pias (583)_jpg.rf.ee9447ac1466e8907fcfea91af54602e.jpg,1024,1024,rickshaw,0,380,215,564
Pias (583)_jpg.rf.ee9447ac1466e8907fcfea91af54602e.jpg,1024,1024,bus,251,377,440,441
Pias (583)_jpg.rf.ee9447ac1466e8907fcfea91af54602e.jpg,1024,1024,rickshaw,401,390,482,467
Pias (583)_jpg.rf.ee9447ac1466e8907fcfea91af54602e.jpg,1024,1024,rickshaw,483,408,554,456
Pias (750)_jpg.rf.f09d623cc229bc7788700fd4a0f0b97a.jpg,1024,1024,rickshaw,178,670,296,982
Pias (750)_jpg.rf.f09d623cc229bc7788700fd4a0f0b97a.jpg,1024,1024,rickshaw,156,730,193,869
Pias (750)_jpg.rf.f09d623cc229bc7788700fd4a0f0b97a.jpg,1024,1024,rickshaw,342,721,381,847
Pias (750)_jpg.rf.f09d623cc229bc7788700fd4a0f0b97a.jpg,1024,1024,rickshaw,581,691,688,840
Pias (750)_jpg.rf.f09d623cc229bc7788700fd4a0f0b97a.jpg,1024,1024,rickshaw,953,701,984,797
Pias (750)_jpg.rf.f09d623cc229bc7788700fd4a0f0b97a.jpg,1024,1024,three wheelers (CNG),863,711,926,804
Pias (750)_jpg.rf.f09d623cc229bc7788700fd4a0f0b97a.jpg,1024,1024,bus,378,478,564,877
sabiha(84)_jpg.rf.ef90ff65f385b3fcfaca4b84b2a3e306.jpg,1024,1024,car,756,493,1022,775
sabiha(84)_jpg.rf.ef90ff65f385b3fcfaca4b84b2a3e306.jpg,1024,1024,car,932,462,1019,560
sabiha(84)_jpg.rf.ef90ff65f385b3fcfaca4b84b2a3e306.jpg,1024,1024,motorbike,926,475,979,557
sabiha(84)_jpg.rf.ef90ff65f385b3fcfaca4b84b2a3e306.jpg,1024,1024,rickshaw,843,458,909,523
sabiha(84)_jpg.rf.ef90ff65f385b3fcfaca4b84b2a3e306.jpg,1024,1024,suv,687,510,726,618
sabiha(84)_jpg.rf.ef90ff65f385b3fcfaca4b84b2a3e306.jpg,1024,1024,car,715,521,739,605
sabiha(84)_jpg.rf.ef90ff65f385b3fcfaca4b84b2a3e306.jpg,1024,1024,rickshaw,651,507,684,596
